0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
488,601,832.0,663.0,,,,,,,,,,,,,,,,,,,,,,
488,601,831.0,,,,,,,,,,,,,,,,,,,,,,,
488,612,613.0,,,,,,,,,,,,,,,,,,,,,,,
488,834,612.0,,,,,,,,,,,,,,,,,,,,,,,
3058,2700,,,,,,,,,,,,,,,,,,,,,,,,
3085,2702,,,,,,,,,,,,,,,,,,,,,,,,
745,490,747.0,698.0,763.0,,,,,,,,,,,,,,,,,,,,,
2705,2863,3286.0,3185.0,,,,,,,,,,,,,,,,,,,,,,
493,631,,,,,,,,,,,,,,,,,,,,,,,,
731,495,,,,,,,,,,,,,,,,,,,,,,,,
659,495,,,,,,,,,,,,,,,,,,,,,,,,
666,495,,,,,,,,,,,,,,,,,,,,,,,,
995,712,495.0,657.0,691.0,788.0,979.0,986.0,,,,,,,,,,,,,,,,,,
743,495,659.0,631.0,731.0,,,,,,,,,,,,,,,,,,,,,
3244,2813,2711.0,,,,,,,,,,,,,,,,,,,,,,,
3020,2711,,,,,,,,,,,,,,,,,,,,,,,,
3020,2711,,,,,,,,,,,,,,,,,,,,,,,,
3244,2711,,,,,,,,,,,,,,,,,,,,,,,,
817,506,,,,,,,,,,,,,,,,,,,,,,,,
938,506,940.0,847.0,,,,,,,,,,,,,,,,,,,,,,
722,506,,,,,,,,,,,,,,,,,,,,,,,,
506,847,,,,,,,,,,,,,,,,,,,,,,,,
507,1628,,,,,,,,,,,,,,,,,,,,,,,,
3256,2713,,,,,,,,,,,,,,,,,,,,,,,,
2827,1580,,,,,,,,,,,,,,,,,,,,,,,,
1929,1582,,,,,,,,,,,,,,,,,,,,,,,,
521,522,,,,,,,,,,,,,,,,,,,,,,,,
1831,1863,1004.0,1005.0,1586.0,,,,,,,,,,,,,,,,,,,,,
1589,1590,,,,,,,,,,,,,,,,,,,,,,,,
1592,1594,1692.0,,,,,,,,,,,,,,,,,,,,,,,
1602,3037,,,,,,,,,,,,,,,,,,,,,,,,
2731,3124,,,,,,,,,,,,,,,,,,,,,,,,
531,814,791.0,,,,,,,,,,,,,,,,,,,,,,,
3195,2733,,,,,,,,,,,,,,,,,,,,,,,,
2739,2982,,,,,,,,,,,,,,,,,,,,,,,,
1690,2742,,,,,,,,,,,,,,,,,,,,,,,,
2002,1618,,,,,,,,,,,,,,,,,,,,,,,,
1619,1918,,,,,,,,,,,,,,,,,,,,,,,,
2745,739,,,,,,,,,,,,,,,,,,,,,,,,
1924,1622,,,,,,,,,,,,,,,,,,,,,,,,
1625,1810,,,,,,,,,,,,,,,,,,,,,,,,
2009,1706,1626.0,,,,,,,,,,,,,,,,,,,,,,,
2752,2820,,,,,,,,,,,,,,,,,,,,,,,,
544,1630,,,,,,,,,,,,,,,,,,,,,,,,
616,698,547.0,574.0,,,,,,,,,,,,,,,,,,,,,,
862,1631,,,,,,,,,,,,,,,,,,,,,,,,
1634,3207,,,,,,,,,,,,,,,,,,,,,,,,
2034,1636,,,,,,,,,,,,,,,,,,,,,,,,
1637,1638,,,,,,,,,,,,,,,,,,,,,,,,
1637,1638,,,,,,,,,,,,,,,,,,,,,,,,
2083,1638,,,,,,,,,,,,,,,,,,,,,,,,
2083,1638,,,,,,,,,,,,,,,,,,,,,,,,
2759,2823,,,,,,,,,,,,,,,,,,,,,,,,
1640,1694,,,,,,,,,,,,,,,,,,,,,,,,
3174,553,905.0,887.0,891.0,,,,,,,,,,,,,,,,,,,,,
3208,553,,,,,,,,,,,,,,,,,,,,,,,,
553,1850,887.0,,,,,,,,,,,,,,,,,,,,,,,
553,905,2081.0,,,,,,,,,,,,,,,,,,,,,,,
556,2894,,,,,,,,,,,,,,,,,,,,,,,,
556,573,,,,,,,,,,,,,,,,,,,,,,,,
857,564,847.0,,,,,,,,,,,,,,,,,,,,,,,
3040,3041,566.0,,,,,,,,,,,,,,,,,,,,,,,
1856,1652,,,,,,,,,,,,,,,,,,,,,,,,
1736,1657,1731.0,,,,,,,,,,,,,,,,,,,,,,,
571,698,2923.0,574.0,,,,,,,,,,,,,,,,,,,,,,
646,616,698.0,572.0,574.0,575.0,,,,,,,,,,,,,,,,,,,,
577,612,,,,,,,,,,,,,,,,,,,,,,,,
2777,3007,,,,,,,,,,,,,,,,,,,,,,,,
2784,3031,,,,,,,,,,,,,,,,,,,,,,,,
2784,2785,,,,,,,,,,,,,,,,,,,,,,,,
1680,1731,2135.0,,,,,,,,,,,,,,,,,,,,,,,
809,587,643.0,814.0,,,,,,,,,,,,,,,,,,,,,,
681,2790,,,,,,,,,,,,,,,,,,,,,,,,
1683,1839,,,,,,,,,,,,,,,,,,,,,,,,
1683,1878,,,,,,,,,,,,,,,,,,,,,,,,
2795,1989,,,,,,,,,,,,,,,,,,,,,,,,
591,615,,,,,,,,,,,,,,,,,,,,,,,,
1689,1908,,,,,,,,,,,,,,,,,,,,,,,,
595,847,,,,,,,,,,,,,,,,,,,,,,,,
595,847,,,,,,,,,,,,,,,,,,,,,,,,
1691,1815,,,,,,,,,,,,,,,,,,,,,,,,
753,980,596.0,,,,,,,,,,,,,,,,,,,,,,,
2805,2806,,,,,,,,,,,,,,,,,,,,,,,,
606,2855,,,,,,,,,,,,,,,,,,,,,,,,
1699,1804,,,,,,,,,,,,,,,,,,,,,,,,
2049,1702,,,,,,,,,,,,,,,,,,,,,,,,
1705,1820,,,,,,,,,,,,,,,,,,,,,,,,
1706,2006,,,,,,,,,,,,,,,,,,,,,,,,
1706,715,,,,,,,,,,,,,,,,,,,,,,,,
2832,3161,,,,,,,,,,,,,,,,,,,,,,,,
612,847,,,,,,,,,,,,,,,,,,,,,,,,
644,613,,,,,,,,,,,,,,,,,,,,,,,,
3234,615,,,,,,,,,,,,,,,,,,,,,,,,
616,698,,,,,,,,,,,,,,,,,,,,,,,,
616,699,,,,,,,,,,,,,,,,,,,,,,,,
998,999,616.0,1000.0,748.0,,,,,,,,,,,,,,,,,,,,,
619,1004,1005.0,,,,,,,,,,,,,,,,,,,,,,,
3107,2839,,,,,,,,,,,,,,,,,,,,,,,,
620,621,623.0,624.0,625.0,,,,,,,,,,,,,,,,,,,,,
659,631,,,,,,,,,,,,,,,,,,,,,,,,
986,631,,,,,,,,,,,,,,,,,,,,,,,,
986,659,631.0,,,,,,,,,,,,,,,,,,,,,,,
847,848,659.0,979.0,631.0,986.0,,,,,,,,,,,,,,,,,,,,
986,631,,,,,,,,,,,,,,,,,,,,,,,,
1729,1716,1717.0,,,,,,,,,,,,,,,,,,,,,,,
1888,1717,,,,,,,,,,,,,,,,,,,,,,,,
1722,2069,,,,,,,,,,,,,,,,,,,,,,,,
1985,1731,,,,,,,,,,,,,,,,,,,,,,,,
1731,1732,,,,,,,,,,,,,,,,,,,,,,,,
1731,2135,,,,,,,,,,,,,,,,,,,,,,,,
1731,1732,,,,,,,,,,,,,,,,,,,,,,,,
643,814,,,,,,,,,,,,,,,,,,,,,,,,
816,866,643.0,814.0,,,,,,,,,,,,,,,,,,,,,,
809,643,814.0,,,,,,,,,,,,,,,,,,,,,,,
850,643,661.0,,,,,,,,,,,,,,,,,,,,,,,
643,661,,,,,,,,,,,,,,,,,,,,,,,,
848,643,,,,,,,,,,,,,,,,,,,,,,,,
809,643,814.0,,,,,,,,,,,,,,,,,,,,,,,
848,643,847.0,,,,,,,,,,,,,,,,,,,,,,,
643,996,,,,,,,,,,,,,,,,,,,,,,,,
780,646,,,,,,,,,,,,,,,,,,,,,,,,
2148,646,,,,,,,,,,,,,,,,,,,,,,,,
898,647,,,,,,,,,,,,,,,,,,,,,,,,
691,647,,,,,,,,,,,,,,,,,,,,,,,,
2865,2031,,,,,,,,,,,,,,,,,,,,,,,,
2874,3220,,,,,,,,,,,,,,,,,,,,,,,,
2874,3220,,,,,,,,,,,,,,,,,,,,,,,,
1752,1753,,,,,,,,,,,,,,,,,,,,,,,,
860,654,,,,,,,,,,,,,,,,,,,,,,,,
2022,1927,1928.0,1786.0,1756.0,,,,,,,,,,,,,,,,,,,,,
1928,1756,1927.0,,,,,,,,,,,,,,,,,,,,,,,
2877,2878,,,,,,,,,,,,,,,,,,,,,,,,
2878,3046,,,,,,,,,,,,,,,,,,,,,,,,
656,731,,,,,,,,,,,,,,,,,,,,,,,,
1762,1924,1910.0,,,,,,,,,,,,,,,,,,,,,,,
937,718,659.0,661.0,662.0,856.0,,,,,,,,,,,,,,,,,,,,
659,660,,,,,,,,,,,,,,,,,,,,,,,,
849,660,847.0,,,,,,,,,,,,,,,,,,,,,,,
986,660,788.0,,,,,,,,,,,,,,,,,,,,,,,
948,661,,,,,,,,,,,,,,,,,,,,,,,,
837,661,,,,,,,,,,,,,,,,,,,,,,,,
908,661,,,,,,,,,,,,,,,,,,,,,,,,
781,663,,,,,,,,,,,,,,,,,,,,,,,,
768,665,727.0,,,,,,,,,,,,,,,,,,,,,,,
1768,1767,,,,,,,,,,,,,,,,,,,,,,,,
1770,1771,,,,,,,,,,,,,,,,,,,,,,,,
677,678,,,,,,,,,,,,,,,,,,,,,,,,
677,678,,,,,,,,,,,,,,,,,,,,,,,,
954,678,,,,,,,,,,,,,,,,,,,,,,,,
1787,1780,,,,,,,,,,,,,,,,,,,,,,,,
691,814,847.0,,,,,,,,,,,,,,,,,,,,,,,
1782,1935,,,,,,,,,,,,,,,,,,,,,,,,
1789,2927,,,,,,,,,,,,,,,,,,,,,,,,
1792,795,,,,,,,,,,,,,,,,,,,,,,,,
2048,1793,,,,,,,,,,,,,,,,,,,,,,,,
2929,3019,,,,,,,,,,,,,,,,,,,,,,,,
2930,3043,,,,,,,,,,,,,,,,,,,,,,,,
2930,3043,,,,,,,,,,,,,,,,,,,,,,,,
704,994,996.0,751.0,,,,,,,,,,,,,,,,,,,,,,
2934,3270,,,,,,,,,,,,,,,,,,,,,,,,
2107,1798,,,,,,,,,,,,,,,,,,,,,,,,
709,799,,,,,,,,,,,,,,,,,,,,,,,,
2936,3170,,,,,,,,,,,,,,,,,,,,,,,,
2145,1806,,,,,,,,,,,,,,,,,,,,,,,,
1809,1977,,,,,,,,,,,,,,,,,,,,,,,,
2953,2956,,,,,,,,,,,,,,,,,,,,,,,,
2955,3173,,,,,,,,,,,,,,,,,,,,,,,,
3186,716,,,,,,,,,,,,,,,,,,,,,,,,
3186,716,,,,,,,,,,,,,,,,,,,,,,,,
2049,1906,1819.0,,,,,,,,,,,,,,,,,,,,,,,
2976,3303,,,,,,,,,,,,,,,,,,,,,,,,
729,737,942.0,847.0,,,,,,,,,,,,,,,,,,,,,,
736,737,730.0,,,,,,,,,,,,,,,,,,,,,,,
3138,2981,,,,,,,,,,,,,,,,,,,,,,,,
2984,2985,2983.0,,,,,,,,,,,,,,,,,,,,,,,
2985,2983,,,,,,,,,,,,,,,,,,,,,,,,
2985,2983,,,,,,,,,,,,,,,,,,,,,,,,
916,735,,,,,,,,,,,,,,,,,,,,,,,,
737,847,,,,,,,,,,,,,,,,,,,,,,,,
2022,1927,1928.0,1847.0,1915.0,,,,,,,,,,,,,,,,,,,,,
1848,3124,,,,,,,,,,,,,,,,,,,,,,,,
3008,1851,,,,,,,,,,,,,,,,,,,,,,,,
2018,1852,,,,,,,,,,,,,,,,,,,,,,,,
3232,2996,,,,,,,,,,,,,,,,,,,,,,,,
750,847,,,,,,,,,,,,,,,,,,,,,,,,
753,3155,,,,,,,,,,,,,,,,,,,,,,,,
760,758,759.0,,,,,,,,,,,,,,,,,,,,,,,
1869,1919,,,,,,,,,,,,,,,,,,,,,,,,
1920,1873,,,,,,,,,,,,,,,,,,,,,,,,
3032,3259,,,,,,,,,,,,,,,,,,,,,,,,
822,767,,,,,,,,,,,,,,,,,,,,,,,,
768,2081,,,,,,,,,,,,,,,,,,,,,,,,
769,905,,,,,,,,,,,,,,,,,,,,,,,,
960,3041,,,,,,,,,,,,,,,,,,,,,,,,
956,1893,,,,,,,,,,,,,,,,,,,,,,,,
3051,3052,,,,,,,,,,,,,,,,,,,,,,,,
3051,3052,,,,,,,,,,,,,,,,,,,,,,,,
2080,1901,,,,,,,,,,,,,,,,,,,,,,,,
2049,2050,1903.0,2033.0,1980.0,,,,,,,,,,,,,,,,,,,,,
2049,2050,1980.0,1903.0,,,,,,,,,,,,,,,,,,,,,,
3065,3067,,,,,,,,,,,,,,,,,,,,,,,,
1906,3123,,,,,,,,,,,,,,,,,,,,,,,,
1003,933,806.0,,,,,,,,,,,,,,,,,,,,,,,
3081,3084,,,,,,,,,,,,,,,,,,,,,,,,
1913,2142,,,,,,,,,,,,,,,,,,,,,,,,
848,814,847.0,,,,,,,,,,,,,,,,,,,,,,,
2050,1916,,,,,,,,,,,,,,,,,,,,,,,,
2098,1918,,,,,,,,,,,,,,,,,,,,,,,,
2049,1918,,,,,,,,,,,,,,,,,,,,,,,,
2049,2077,1918.0,2159.0,,,,,,,,,,,,,,,,,,,,,,
3096,3095,,,,,,,,,,,,,,,,,,,,,,,,
3096,3095,,,,,,,,,,,,,,,,,,,,,,,,
2049,1925,,,,,,,,,,,,,,,,,,,,,,,,
979,822,847.0,,,,,,,,,,,,,,,,,,,,,,,
3100,3102,,,,,,,,,,,,,,,,,,,,,,,,
1928,2022,,,,,,,,,,,,,,,,,,,,,,,,
3106,3178,,,,,,,,,,,,,,,,,,,,,,,,
1929,3123,,,,,,,,,,,,,,,,,,,,,,,,
850,846,,,,,,,,,,,,,,,,,,,,,,,,
966,847,,,,,,,,,,,,,,,,,,,,,,,,
848,847,,,,,,,,,,,,,,,,,,,,,,,,
916,847,,,,,,,,,,,,,,,,,,,,,,,,
912,847,,,,,,,,,,,,,,,,,,,,,,,,
848,847,,,,,,,,,,,,,,,,,,,,,,,,
848,847,,,,,,,,,,,,,,,,,,,,,,,,
851,3119,,,,,,,,,,,,,,,,,,,,,,,,
2049,853,,,,,,,,,,,,,,,,,,,,,,,,
1968,862,,,,,,,,,,,,,,,,,,,,,,,,
2160,1972,862.0,,,,,,,,,,,,,,,,,,,,,,,
1970,1971,2019.0,,,,,,,,,,,,,,,,,,,,,,,
1970,1971,2019.0,,,,,,,,,,,,,,,,,,,,,,,
3146,3147,3149.0,,,,,,,,,,,,,,,,,,,,,,,
3147,3148,3149.0,3150.0,3151.0,,,,,,,,,,,,,,,,,,,,,
874,3155,,,,,,,,,,,,,,,,,,,,,,,,
2109,2006,,,,,,,,,,,,,,,,,,,,,,,,
2008,2056,,,,,,,,,,,,,,,,,,,,,,,,
3290,3167,,,,,,,,,,,,,,,,,,,,,,,,
3168,3290,3167.0,,,,,,,,,,,,,,,,,,,,,,,
3290,3167,,,,,,,,,,,,,,,,,,,,,,,,
892,893,,,,,,,,,,,,,,,,,,,,,,,,
946,2031,,,,,,,,,,,,,,,,,,,,,,,,
3188,3189,,,,,,,,,,,,,,,,,,,,,,,,
3273,909,,,,,,,,,,,,,,,,,,,,,,,,
2169,2046,,,,,,,,,,,,,,,,,,,,,,,,
2048,2049,,,,,,,,,,,,,,,,,,,,,,,,
3202,3204,,,,,,,,,,,,,,,,,,,,,,,,
2145,2055,,,,,,,,,,,,,,,,,,,,,,,,
2089,2085,,,,,,,,,,,,,,,,,,,,,,,,
2100,2101,,,,,,,,,,,,,,,,,,,,,,,,
3240,3281,,,,,,,,,,,,,,,,,,,,,,,,
940,941,,,,,,,,,,,,,,,,,,,,,,,,
3260,3261,,,,,,,,,,,,,,,,,,,,,,,,
3267,3268,,,,,,,,,,,,,,,,,,,,,,,,
2130,2131,963.0,,,,,,,,,,,,,,,,,,,,,,,
994,980,989.0,,,,,,,,,,,,,,,,,,,,,,,
2169,2166,,,,,,,,,,,,,,,,,,,,,,,,
